Key,koreana
videoStreamingMipmapsEnabledDesc,"메모리 사용을 줄이기 위해 텍스쳐를 메모리로 스트리밍할 수 있습니다.\n[decea3][성능 영향: 중간 ~ 높음][-]"
videoSunShafts,"선 샤프트"
videoSunShaftsDesc,"태양에서 오는 빛이 산란할 때 객체를 지나며 번지는 효과입니다.\n[decea3][성능 영향: 중간][-]"
videoTempCelsius,"기온 표시 단위"
videoTempCelsiusDesc,"온도를 표시할 때 사용되는 단위를 선택합니다."
videoTextureFilter,"텍스쳐 필터"
videoTextureFilterDesc,"텍스쳐가 더 잘 섞이도록 필터 강도를 조절합니다.\n[decea3][성능 영향: 중간 ~ 높음][-]"
videoTextureQuality,"텍스쳐"
videoTextureQualityDesc,"텍스쳐 해상도 설정에 따라 비디오 메모리와 성능을 절약할 수 있습니다.\n게임 재시작이 필요합니다.\n[decea3][성능 영향: 중간][-]"
videoTreeQuality,"식생"
videoTreeQualityDesc,"식생들이 얼마나 멀리 있는지에 따른 전체적인 품질을 결정합니다.\n[decea3][성능 영향: 높음][-]"
videoUIBackgroundOpacity,"UI 백그라운드 불투명도"
videoUIBackgroundOpacityDesc,"UI 바탕화면/백그라운드 불투명도/투명도"
videoUIForegroundOpacity,"UI 포어그라운드 불투명도"
videoUIForegroundOpacityDesc,"UI 윤곽선과 아이콘 불투명도/투명도"
videoUMATextureQuality,"UMA 텍스쳐"
videoUMATextureQualityDesc,"UMA 문자의 텍스쳐 베이킹 크기를 제어합니다."
videoViewDistance,"시야 거리"
videoViewDistanceDesc,"얼마나 멀리까지 볼 수 있는지를 조절합니다.\n게임 플레이 중에는 변경이 불가능합니다.\n[decea3][성능 영향: 높음][-]"
videoVSync,"VSync"
videoVSyncDesc,"게임 화면을 모니터 새로고침 빈도와 동기화하여 티어링 현상을 방지합니다.\n[decea3][성능 영향: 낮음][-]"
videoParticles,"입자 표현"
videoParticlesDesc,"입자의 양을 결정합니다.\n[decea3][성능 영향: 중간 ~ 높음][-]"
videoWaterQuality,"물 표현"
videoWaterQualityDesc,"물 표면의 층과 효과를 조절합니다.\n[decea3][성능 영향: 높음][-]"
videoUiSize,"UI 크기"
videoUiSizeDesc,"모든 UI 요소를 축소합니다."
videoUiFpsScaling,"FPS 디스플레이 스케일"
videoUiFpsScalingDesc,"게임 내 FPS 디스플레이의 크기를 축소합니다. 예를 들어 촬영 영상이나 방송에서 가독성이나 시야 방해 등의 이유로 변경할 수 있습니다."
videoDyMode,"동적 해상도 모드"
videoDyModeDesc,"동적 해상도는 FPS를 높이기 위해 필요에 따라 3D 렌더링 해상도를 낮춥니다."
videoDyMinFPS,"동적 해상도 최소 FPS"
videoDyMinFPSDesc,"이 FPS보다 수치가 낮으면 게임 해상도를 낮춥니다."
videoDyScale,"동적 해상도 스케일"
videoDyScaleDesc,"고정 수치의 다운 스케일링을 원할 경우 조절하세요."
videoObjectQuality,"사물 품질"
videoObjectQualityDesc,"각 객체들과 나무들이 얼마나 멀리 있는지에 따른 전체적인 품질을 결정합니다. 또한 사물이 표시되는 거리도 결정됩니다.\n[decea3][성능 영향: 높음][-]"
videoTerrainQuality,"지형 품질"
videoTerrainQualityDesc,"지형의 전반적인 품질과 표시 거리를 결정합니다.\n게임을 플레이하는 중에는 거리 설정이 갱신되지 않습니다.\n[decea3][성능 영향: 높음][-]"
videoAutoHideExpBar,"경험치 바 자동 숨김"
videoAutoHideExpBarDesc,"일정 시간 동안 경험치를 얻지 않을 경우 자동으로 경험치 바를 숨깁니다.\n[decea3][기본: 5초 후][-]"
videoAutoHideToolbelt,"도구 벨트 자동 숨김"
videoAutoHideToolbeltDesc,"손에 든 아이템이나 블록을 변경한 후 자동으로 도구 벨트 UI를 숨깁니다. 이 옵션을 변경했으면 손에 든 아이템을 다른 슬롯의 아이템과 바꾸어야 적용됩니다.\n[decea3][기본: 5초 후][-]"
videoShowCompass,"나침반"
videoShowCompassDesc,"나침반을 표시합니다.\n[decea3][기본: 예][-]"
videoShowDayAndTime,"일자와 시간"
videoShowDayAndTimeDesc,"현재 일자와 시간을 표시합니다.\n[decea3][기본: 예][-]"
videoShowDebugValues,"개발자 모드"
videoShowDebugValuesDesc,"Undead Legacy와 관련된 추가 디버그 정보를 보여줍니다.\n[decea3][기본: 아니오][-]"
videoShowBuffTimers,"버프 시간 표시"
videoShowBuffTimersDesc,"HUD에 표시되는 버프의 남은 활성화 시간을 숫자로 표시합니다.\n[decea3][기본: 아니오][-]"
videoShowStatValues,"막대 바 숫자 표시"
videoShowStatValuesDesc,"몇몇 플레이어 스탯 막대 바에 정확한 수치를 표시합니다.\n[decea3][기본: 인벤토리][-]"
videoShowTargetHealth,"대상 HP 표시"
videoShowTargetHealthDesc,"대상으로 삼은 객체의 HP 바를 표시합니다.\n[decea3][기본: 예][-]"
videoShowTargetBlockHealth,"블록 HP 숫자 표시"
videoShowTargetBlockHealthDesc,"대상 블록이 피해를 입거나, 수리되거나, 강화될 때의 체력 수치를 숫자로 표시합니다.\n[decea3][기본: 아니오][-]"
videoShowPlayerLevelOnHUD,"도구 벨트 위에 레벨 표시"
videoShowPlayerLevelOnHUDDesc,"현재 플레이어의 레벨을 도구 벨트와 경험치 바 위에 표시합니다."
videoShowMeleeIcon,"활성화 근접 무기 아이콘"
videoShowMeleeIconDesc,"활성화된 근접 무기 아이콘을 보여줍니다.\n현재 완전히 구현되지 않았습니다.\n[decea3][기본: 아니오][-]"
videoShowCarryWeight,"과적 막대 바 표시"
videoShowCarryWeightDesc,"현재 들고 있는 무게값이 설정한 임계값 이상이 되면 HUD에 막대바를 표시합니다.\n[decea3][기본: 75%][-]"
videoShowSpeedometer,"속도계 표시"
videoShowSpeedometerDesc,"차량의 속도계를 표시합니다.\n[decea3][기본: km/h][-]"
videoShowToolbeltTooltip,"도구 벨트 툴팁 표시"
videoShowToolbeltTooltipDesc,"도구 벨트 위에 툴팁 창을 띄웁니다.\n[decea3][기본: 예][-]"
forgeTip_title,"용광로"
forgeTip,"[decea3]용광로[-]는 금속, 유리, 모래, 돌이나 점토처럼 원재료들을 가공하는 곳입니다.\n\n대부분의 제작법들은 원재료들을 제련하는 과정을 거치는데 이를 위해서는 특수한 금형이 필요합니다. 풀무를 설치하면 제작 시간을 줄일 수 있습니다.\n\n당신의 토지 소유 범위 내에서 [[decea3]E[-]]키를 누르고 있으면 작업대를 들어올려 이동시킬 수 있습니다."
pickUpLightsTip_title,"UL / 조명 집어들기"
pickUpLightsTip,"대부분의 조명들은 만들 수가 없기 때문에 기지를 꾸미기 위해 다양한 형태의 조명을 가지고 싶다면 세계 곳곳에서 집어오는 수 밖에 없습니다! 빨간 빛이나 노란 빛을 띄는 몇몇 조명들은 전력이 없어도 작동합니다.\n\n원하는 장식 블록 앞에 서서 집어들 수 있는 것이라면 상호작용 버튼(기본 키 설정: [decea3][E][-])을 꾹 눌러 방사형 메뉴를 띄우고 집어들기 항목을 선택해 보십시오."
pickUpStorageTip_title,"UL / 보관함 집어들기"
pickUpStorageTip,"이 세계에서 뭔가를 담는 상자들은 전부 집어들 수 있습니다. 예를 들어 [decea3]골판지 상자 더미[-]는 초반 진행 시 매우 유용할 것입니다!\n\n책상 금고, 벽 금고, 총기 금고, 강화 상자, 주방 수납장 등은 예외입니다.\n\n원하는 장식 블록 앞에 서서 집어들 수 있는 것이라면 상호작용 버튼(기본 키 설정: [decea3][E][-])을 꾹 눌러 방사형 메뉴를 띄우고 집어들기 항목을 선택해 보십시오."
pickUpStationsTip_title,"UL / 작업대 집어들기"
pickUpStationsTip,"[decea3]플레이어가 만든[-] 모든 작업대는 토지 소유권 블록이 배치되어 있지 않아도 집어들 수 있습니다.\n\n현재 무언가를 생산 중이지 않은 작업대만 집어들 수 있고 내부 연료나 대기열, 산출물 슬롯이 비어 있지 않다면 집어들기 메뉴가 활성화 되어 있지 않을 것입니다.\n\n원하는 장식 블록 앞에 서서 집어들 수 있는 것이라면 상호작용 버튼(기본 키 설정: [decea3][E][-])을 꾹 눌러 방사형 메뉴를 띄우고 집어들기 항목을 선택해 보십시오.\n\n[decea3]제작대는 이 세계 곳곳에서 찾을 수 있지만, 플레이어가 만든 것이 아니라면 집어들 수 없습니다.[-]"
pickUpDecorationsTip_title,"UL / 장식 집어들기"
pickUpDecorationsTip,"많은 장식 블록들을 집어들 수 있습니다!\n\n원하는 장식 블록 앞에 서서 집어들 수 있는 것이라면 상호작용 버튼(기본 키 설정: [decea3][E][-])을 꾹 눌러 방사형 메뉴를 띄우고 집어들기 항목을 선택해 보십시오."
scavengeNailsTip_title,"UL / 못 수집하기"
scavengeNailsTip,"[decea3]대장장이의 대장간[-]에서 [decea3]못[-]을 만드는 것 이외에도 특정 가구를 부숴서 못을 얻을 수 있습니다.\n\n[decea3]못[-]을 얻을 수 있는 대표적인 가구는 소파나 의자류 입니다.\n\n어떤 근접 도구나 무기를 사용해도 상관 없습니다."
scavengeResinTip_title,"UL / 송진 수집하기"
scavengeResinTip,"[decea3]송진[-]을 얻기 위한 대표적인 방법은 나무를 단검이나 마체테 등 도검류 또는 날붙이 무기로 절단하는 겁니다.\n\n다르게 표현하면 나무를 '피흘리게' 만들어서 [decea3]송진[-]을 얻는거죠.\n\n말라붙은 나무들은 [decea3]송진[-]을 적게 줍니다. 나무의 크기 또한 얻을 수 있는 [decea3]송진[-]의 양에 영향을 줍니다."
scavengeHingesTip_title,"UL / 경첩 수집하기"
scavengeHingesTip,"[decea3]대장장이의 대장간[-]에서 [decea3]놋쇠 경첩[-]을 만드는 것만이 유일한 방법은 아닙니다.\n\n[decea3]놋쇠 경첩[-]은 건물의 문을 부숴서 얻을 수도 있는데, 초반에는 이렇게 얻는 게 쉬울 겁니다. 어떤 근접 도구나 무기를 사용해도 상관 없습니다."
scavengeWaterTip_title,"UL / 물 구하기"
scavengeWaterTip,"황무지에서 마실 수 있는 물을 구하기는 어려울 겁니다.물은 주로 정수기, 물 배럴, 수도꼭지, 변기통 등의 블록에서 [decea3]빈 유리병[-]이나 [decea3]빈 페트병[-]을 들고 상호작용하면 얻을 수 있습니다.\n\n얻을 수 있는 물의 양은 상수원의 물 보유량에 따라 다릅니다.\n\n추가적으로, [decea3]원시적인 우물[-]이나 [decea3]물 펌프[-]를 만들 수 있는데 이 시설들은 조금씩 물이 차오르므로 일정 시간마다 물을 얻을 수 있습니다.\n\n[decea3]강, 호수, 수영장의 물은 너무 독성이 강해 물을 담을 수 없습니다.[-]"
scavengeFuelTip_title,"UL / 휘발유 모으기"
scavengeFuelTip,"자체적으로 [decea3]휘발유[-]를 생산하기까지는 좀 시간이 걸릴 수 있습니다.그래서 그 전까지는 [decea3]휘발유[-]를 [decea3]가스 펌프[-]나 [decea3]연료, 기름 배럴[-]등에서 얻어야 할 것입니다.그런 것들을 발견하면 [decea3]빈 연료통이나 드럼통[-]을 들고 상호작용하면 내용물이 약간 찬 [decea3]연료통이나 드럼통[-]을 얻을 수 있을 것입니다.\n\n얻을 수 있는 [decea3]휘발유[-]의 양은 추출한 곳에 연료가 얼마나 있었는지에 따라 다릅니다.\n\n나중에 많이 발전하게 되면 [decea3]원유 추출기[-]를 만들 수 있을 거고, 엄청난 양의 [decea3]휘발유[-]를 얻을 수 있을 겁니다."
searchInventoryTip_title,"UL / 인벤토리 / 검색"
searchInventoryTip,"가방, 저장소나 차량 적재함에서 [decea3]검색[-] 버튼으로 아이템을 검색할 수 있습니다.\n\n아이템 이름으로 필터링하여 원하는 아이템을 빨리 찾을 수 있습니다. 입력한 아이템 이름을 지우거나 [decea3]검색[-] 버튼을 다시 누르면 전체 목록을 다시 볼 수 있습니다."
vehicleEncumbranceTip_title,"UL / 차량 / 과적"
vehicleEncumbranceTip,"플레이어처럼, 차량도 각자 과적 한계를 가지고 있습니다. 그렇지만 플레이어와는 다르게 과적 한계에 다다르면 차량은 작동하거나 움직이지 않을 것입니다.\n\n차량 과적 수치는 탑승하고 있는 모든 승객의 배낭 무게와 차량 적재 중량의 합산으로 계산됩니다.\n\n운전사와 승객이 차량에 탑승하면 속도계 아래에 과적 막대 바로 과적 한계까지 얼마의 무게가 남았는지 확인할 수 있습니다. 만약 과적 상태가 되면 속도계 옆에 이를 알려주는 아이콘이 생길 겁니다."
abandonedVehicleRepairTip_title,"UL / 차량 / 수리"
abandonedVehicleRepairTip,"가끔 수리 가능한 차량을 발견할 수도 있습니다. 차량의 종류에 따라 수리에 필요한 키트가 다릅니다.\n자전거 - 자전거 수리 키트,\n미니바이크 - 미니바이크 수리 키트,\n오토바이 - 오토바이 수리 키트,\n자동차 - 자동차 수리 키트,\n두돈반 트럭 - 트럭 수리 키트.\n\n[decea3]수리 가능[-]한 차량을 수리하려면 [decea3]렌치[-], [decea3]라쳇[-] 또는 [decea3]전동 드릴[-]을 손에 들고 인벤토리에 차량의 종류와 매칭되는 [decea3]수리 키트[-]를 가지고 있어야 합니다. 그리고 [decea3]수리 가능[-]한 차량 앞에 서서 상호 작용 키(기본: [decea3]E[-])를 누른 채 나오는 다이얼 메뉴에서 수리 항목을 선택하여 수리할 수 있습니다."
scavengeTitaniumTip_title,"UL / 티타늄 얻기"
scavengeTitaniumTip,"[decea3]티타늄[-]은 굉장히 희귀하고 많이 찾는 자원으로써 가장 고급 아이템을 제작하는 데 사용됩니다.\n\n자연적인 [decea3]티타늄[-] 광산은 없으며 채광으로 얻는 것은 불가능합니다. 곳곳의 보관함에서 [decea3]획득[-]하거나 [decea3]상인[-]에게 구매하는 방법이 있고 나중에는 수확 주기마다 약간의 확률로 [decea3]티타늄[-]을 얻을 수 있는 [decea3]광석 추출기[-]를 통해 획득할 수 있습니다."
pinRecipeTip_title,"UL / 인벤토리 / 제작법 고정"
pinRecipeTip,"특정 아이템을 만들 때 들어가는 재료들을 계속 확인하려면 제작법을 고정하는 기능을 사용하면 됩니다. 해당 기능을 사용하면 화면 왼쪽에 제작법이 고정되며, 버튼을 다시 클릭하면 고정한 핀이 사라집니다. 이미 활성화 되어 있는 핀을 제거하려면 X 버튼을 클릭하면 됩니다.\n\n고정된 제작법의 재료 아이콘은 현재 인벤토리에 있는 아이템들을 확인해서 실시간으로 수량 변화를 체크할 수 있습니다.\n\n한 번에 하나의 제작법만 고정할 수 있다는 걸 잊지 마세요."
lockInventorySlotsTip_title,"UL / 인벤토리 / 슬롯 잠그기"
lockInventorySlotsTip,"당신의 인벤토리 슬롯 위에 마우스를 올리고 [decea3][L][-]키를 눌러 잠글 수 있습니다.잠긴 슬롯에 있는 아이템들은 창고로 이동하기 전까지는 무게, 가격, 유형이나 이름으로 정렬해도 움직이지 않습니다.\n\n잠긴 인벤토리 슬롯을 다시 해제하고 싶다면 슬롯 위에 마우스를 올리고 [decea3][L][-]키를 눌러 해제하세요. 기본적으로 설정되어 있는 키를 바꾸려면:\n[decea3]옵션-> 컨트롤 -> UI -> 인벤토리 슬롯 잠금[-]"
researchSystemTip_title,"UL / 제작 / 연구"
researchSystemTip,"연구 시스템을 통해 새로운 제작법을 해금하고 더 좋은 품질의 아이템을 만들 수 있습니다.\n\n[decea3]연구소[-]를 만들어야 새로운 연구를 시작할 수 있으며, [decea3]연구 자료[-]와 필요 재료들을 같이 사용하여 새로운 제작법을 해금할 수 있습니다. 좋은 품질의 아이템을 제작하기 위해서 만들어야 하는 [decea3]정비소[-]에서는 품질 향상과 수리를 할 수 있습니다. 높은 티어와 높은 퀄리티의 아이템으로 강화하기 위해서는 더 높은 티어의 [decea3]정비소[-]를 만들어야 합니다.\n\n[decea3]연구 자료[-]는 각종 도면, 도전 퀘스트 쪽지와 보물 지도를 분해하여 얻을 수 있습니다.[decea3]분해용 작업대[-]에서 특정 아이템을 분해하면 [decea3]연구 자료[-]를 획득할 수 있기도 합니다."
vehicleFeatureToggleTip_title,"UL / 차량 / 추가 조작"
vehicleFeatureToggleTip,"일부 차량은 [decea3][Q][-]나 [decea3][R]키 같은 [-]추가적인 조작 키를 통해 상호작용 할 수 있습니다. 예를 들면 순찰차의 사이렌이나 택시의 지붕 표시등은 [decea3][Q][-]나 [decea3][R][-]키로 켜고 끌 수 있습니다.\n\n기본적으로 설정되어 있는 키를 바꾸려면:\n[decea3]옵션-> 컨트롤 -> 차량 -> 지붕 표시등 점등 또는 사이렌 점등[-]"
adhesive,"접착제"
branch,"나뭇가지"
brass,"황동"
clay,"점토"
cloth,"천"
coal,"석탄"
copper,"구리"
cotton,"목화"
electronics,"전자 부품"
feather,"깃털"
fiber,"식물 섬유"
glass,"유리"
gold,"Gold"
iron,"철"
knowledge,"스킬 노트"
lead,"납"
leather,"가죽"
misc,"잡화"
meleeToolChainsawParts,"자동차 부품"
organic,"유기물"
paper,"종이"
plastic,"플라스틱"
plants,"식물"
potassium,"질산염"
research,"연구"
rubber,"고무"
sand,"모래"
silver,"은"
steel,"강철"
stick,"나무 막대"
stone,"돌"
sulfur,"유황"
titanium,"티타늄"
wood,"나무"
unit_brass,"황동"
unit_clay,"점토"
unit_coal,"석탄"
unit_copper,"구리"
unit_glass,"모래"
unit_gold,"금"
unit_iron,"철"
unit_lead,"납"
unit_silver,"은"
unit_stone,"돌"
unit_titanium,"티타늄"
ammo9mmBulletBall,"9mm 탄약"
ammo9mmBulletBallDesc,"9mm [decea3]표준[-] 탄약이며, 일반적으로 [decea3]소구경 권총[-]에 사용됩니다."
ammo9mmBulletHP,"9mm 탄약 (HP)"
ammo9mmBulletHPDesc,"9mm [decea3]할로우-포인트[-] 탄약이며, 좋은 관통력과 명중률 덕에 기본 [decea3]소구경 권총[-] 탄약의 대체품입니다. 높은 살상력 때문에 대부분의 지역에서는 사용이 금지되었습니다."
ammo9mmBulletAP,"9mm 탄약 (AP)"
ammo9mmBulletAPDesc,"9mm [decea3]방어구 관통[-] 탄약이며, 표준 탄약보다 매우 높은 관통력으로 [decea3]소구경 권총[-]에서 자주 사용됩니다."
ammo44MagnumBulletBall,"44 구경 탄약"
ammo44MagnumBulletBallDesc,"44 구경 [decea3]표준[-] 탄약이며, 일반적으로 [decea3]대구경 권총[-]에 사용됩니다."
ammo44MagnumBulletHP,"44 구경 탄약 (HP)"
ammo44MagnumBulletHPDesc,"44 구경 [decea3]할로우-포인트[-] 탄약이며, 좋은 관통력과 명중률 덕에 기본 [decea3]대구경 권총[-] 탄약의 대체품입니다. 높은 살상력 때문에 대부분의 지역에서는 사용이 금지되었습니다."
ammo44MagnumBulletAP,"44 구경 탄약 (AP)"
ammo44MagnumBulletAPDesc,"44 구경 [decea3]방어구 관통[-] 탄약이며, 표준 탄약보다 매우 높은 관통력으로 [decea3]대구경 권총[-]에서 자주 사용됩니다."
ammo762mmBulletBall,"7.62mm 탄약"
ammo762mmBulletBallDesc,"7.62mm [decea3]표준[-] 탄약이며, 일반적으로 [decea3]돌격 소총[-]에 사용됩니다."
ammo762mmBulletHP,"7.62mm 탄약 (HP)"
ammo762mmBulletHPDesc,"7.62mm [decea3]할로우-포인트[-] 탄약이며, 좋은 관통력과 명중률 덕에 기본 [decea3]돌격 소총[-] 탄약의 대체품입니다. 높은 살상력 때문에 대부분의 지역에서는 사용이 금지되었습니다."
ammo762mmBulletAP,"7.62mm 탄약 (AP)"
ammo762mmBulletAPDesc,"7.62mm [decea3]방어구 관통[-] 탄약이며, 표준 탄약보다 매우 높은 관통력으로 [decea3]돌격 소총[-]에서 자주 사용됩니다."
