Key,german
typeScience,"Wissenschaft"
typeSeeds,"Samen"
typeSecretStash,"Geheime Ware"
typeShortBlade,"Klinge"
typeShotguns,"Schrotflinte"
typeSigns,"Zeichen"
typeSkillBooks,"Fertigkeitsbuch"
typeSledgehammers,"Vorschlaghammer"
typeSmeltingTools,"Schmelzofen-Werkzeug"
typeSniperRifles,"Scharfschützengewehr"
typeSpawnPoint,"Spawn Point"
typeSpears,"Speer"
typeSpecial,"Spezial Gegenstand"
typeSpecialItems,"Auftragsgegenstand"
typeStairs,"Treppe"
typeStorage,"Lagerraum"
typeStorageEmpty,"Leeres Lager"
typeStorageTanks,"Lagertank"
typeStructural,"Strukturell"
typeSubmachineGuns,"Maschinenpistole"
typeSupport,"Unterstützung"
typeSwords,"Schwert"
typeTerrain,"Gelände"
typeThrowable,"Werfbar"
typeThrowableExplosive,"Werfbarer Sprengstoff"
typeToolParts,"Werkzeug-Komponente"
typeTools,"Werkzeug"
typeToolsTraps,"Werkzeug/Falle"
typeTrade,"Handel"
typeTraps,"Falle"
typeTrees,"Baum"
typeTrucks,"Lkw | Fahrzeug"
typeVehicles,"Fahrzeug"
typeVents,"Lüftung"
typeWeapons,"Waffe"
typeWeaponsTools,"Waffe/Werkzeug"
typeWorkstations,"Arbeitsstation"
typeWorkstationTools,"Arbeitsstation Werkzeug"
twitchBounty,"Kopfgeld"
headerDisplay,"Anzeige"
headerQuality,"Qualität"
headerUI,"Benutzeroberfläche"
headerVideo,"Video-Einstellungen"
groupAll,"Alle"
groupAllBlocks,"Alle Blöcke"
groupAmmo,"Munition"
groupAmmoPortableTurret,"Munition für tragbaren Geschützturm"
groupAmmoPrimitive,"Primitive Munition"
groupAmmoStandard,"Standard Munition"
groupAmmoWeapons,"Munition/Waffen"
groupAmmoAndExplosives,"Munition und Sprengstoff"
groupAppliances,"Gerät"
groupAutomotive,"Kraftfahrzeuge"
groupBasics,"Grundlagen"
groupBasicBlocks,"Grundlagen Blöcke"
groupBars,"Stäbe und Traversen"
groupBeams,"Balken"
groupBlocks,"Blöcke"
groupBooks,"Bücher"
groupBooksAndSchematics,"Bücher und Schemata"
groupBuilding,"Gebäude"
groupBundles,"Pakete"
groupCatwalks,"Laufstege"
groupChemicals,"Chemikalien"
groupClothing,"Kleidung"
groupClothingAndArmor,"Kleidung und Rüstung"
groupCollectors,"Ressourcensammler"
groupConsumables,"Verbrauchsgüter"
groupContainers,"Behälter"
groupCorpses,"Leichen"
groupCrops,"Pflanzen"
groupDebris,"Trümmer"
groupDecor,"Dekor"
groupDecorMisc,"Dekor/Verschiedenes"
groupDoors,"Türen"
groupDrinks,"Getränke"
groupDyes,"Farbstoffe"
groupElectrical,"Elektrisch"
groupExplosives,"Sprengstoffe"
groupFences,"Zäune"
groupFirstAid,"Erste Hilfe"
groupFrames,"Rahmenblöcke"
groupFoliage,"Laub"
groupFood,"Lebensmittel"
groupFoodCooking,"Lebensmittel/Kochen"
groupFurniture,"Möbel"
groupGrenades,"Granaten"
groupHeroTreasure,"Schatz"
groupHeavyArmor,"Schwere Rüstung"
groupItems,"Gegenstände"
groupLightArmor,"Leichte Rüstung"
groupLighting,"Beleuchtung"
groupLoot,"Lagerung"
groupLootHelper,"Beute-Helfer"
groupMedicine,"Medizin"
groupMediumArmor,"Mittlere Rüstung"
groupMinesExplosives,"Minen/Sprengstoff"
groupMods,"Mods"
groupOutdoor,"Außenbereich"
groupPlumbing,"Klempnerarbeiten"
groupPrefabBlocks,"POI-Blöcke"
groupPrefabEditor,"Prefab-Editor"
groupRangedWeapons,"Fernkampfwaffen"
groupResources,"Ressourcen"
groupRoadProps,"Straßendekoration"
groupRobotics,"Robotik"
groupScience,"Wissenschaft"
groupSchematics,"Schemata"
groupSeeds,"Samen"
groupShrubs,"Sträucher"
groupSigns,"Schilder"
groupSpecial,"Besondere Objekte"
groupStairs,"Treppe"
groupStorage,"Lagerung"
groupStorageEmpty,"Leere Lager"
groupStorageHelpers,"Lager Helfer"
groupStorageTanks,"Lager Tanks"
groupStructural,"Strukturelle"
groupSupport,"Stützen"
groupTerrain,"Gelände"
groupTools,"Werkzeuge"
groupToolsTraps,"Werkzeuge/Fallen"
groupTraps,"Fallen"
groupTrash,"Müll"
groupTrees,"Bäume"
groupUnclassified,"Nicht klassifiziert"
groupVariantHelpers,"Variante Helfer"
groupVegetation,"Vegetation"
groupVehicles,"Fahrzeuge"
groupVents,"Öffnungen"
groupWeapons,"Waffen"
groupWeaponsTools,"Waffen und Werkzeuge"
groupWindows,"Fenster"
groupWorkstations,"Arbeitsstationen"
groupWorkstationTools,"Arbeitsstation Werkzeug"
ulm_loot_biker_1,"Fallengelassene Beute"
ulm_loot_biker_2,"Fallengelassene Beute"
ulm_loot_biker_3,"Fallengelassene Beute"
ulm_loot_boss_1,"Fallengelassene Beute"
ulm_loot_boss_2,"Fallengelassene Beute"
ulm_loot_boss_3,"Fallengelassene Beute"
ulm_loot_burnt_1,"Fallengelassene Beute"
ulm_loot_burnt_2,"Fallengelassene Beute"
ulm_loot_burnt_3,"Fallengelassene Beute"
ulm_loot_business_1,"Fallengelassene Beute"
ulm_loot_business_2,"Fallengelassene Beute"
ulm_loot_business_3,"Fallengelassene Beute"
ulm_loot_cheerleader_1,"Fallengelassene Beute"
ulm_loot_cheerleader_2,"Fallengelassene Beute"
ulm_loot_cheerleader_3,"Fallengelassene Beute"
ulm_loot_common_1,"Fallengelassene Beute"
ulm_loot_common_2,"Fallengelassene Beute"
ulm_loot_common_3,"Fallengelassene Beute"
ulm_loot_cop_1,"Fallengelassene Beute"
ulm_loot_cop_2,"Fallengelassene Beute"
ulm_loot_cop_3,"Fallengelassene Beute"
ulm_loot_farmer_1,"Fallengelassene Beute"
ulm_loot_farmer_2,"Fallengelassene Beute"
ulm_loot_farmer_3,"Fallengelassene Beute"
ulm_loot_fat_1,"Fallengelassene Beute"
ulm_loot_fat_2,"Fallengelassene Beute"
ulm_loot_fat_3,"Fallengelassene Beute"
ulm_loot_football_1,"Fallengelassene Beute"
ulm_loot_football_2,"Fallengelassene Beute"
ulm_loot_football_3,"Fallengelassene Beute"
ulm_loot_hazmat_1,"Fallengelassene Beute"
ulm_loot_hazmat_2,"Fallengelassene Beute"
ulm_loot_hazmat_3,"Fallengelassene Beute"
ulm_loot_lab_1,"Fallengelassene Beute"
ulm_loot_lab_2,"Fallengelassene Beute"
ulm_loot_lab_3,"Fallengelassene Beute"
ulm_loot_mini_boss_1,"Fallengelassene Beute"
ulm_loot_mini_boss_2,"Fallengelassene Beute"
ulm_loot_mini_boss_3,"Fallengelassene Beute"
ulm_loot_nurse_1,"Fallengelassene Beute"
ulm_loot_nurse_2,"Fallengelassene Beute"
ulm_loot_nurse_3,"Fallengelassene Beute"
ulm_loot_snow_1,"Fallengelassene Beute"
ulm_loot_snow_2,"Fallengelassene Beute"
ulm_loot_snow_3,"Fallengelassene Beute"
ulm_loot_skater_1,"Fallengelassene Beute"
ulm_loot_skater_2,"Fallengelassene Beute"
ulm_loot_skater_3,"Fallengelassene Beute"
ulm_loot_soldier_1,"Fallengelassene Beute"
ulm_loot_soldier_2,"Fallengelassene Beute"
ulm_loot_soldier_3,"Fallengelassene Beute"
ulm_loot_special_1,"Fallengelassene Beute"
ulm_loot_special_2,"Fallengelassene Beute"
ulm_loot_special_3,"Fallengelassene Beute"
ulm_loot_stripper_1,"Fallengelassene Beute"
ulm_loot_stripper_2,"Fallengelassene Beute"
ulm_loot_stripper_3,"Fallengelassene Beute"
ulm_loot_utility_1,"Fallengelassene Beute"
ulm_loot_utility_2,"Fallengelassene Beute"
ulm_loot_utility_3,"Fallengelassene Beute"
videoAntiAliasing,"Anti-Aliasing"
videoAntiAliasingDesc,"Entfernt gezackte Kanten von Objekten."
videoAntiAliasingSharp,"AA-Schärfung"
videoAntiAliasingSharpDesc,"Amount of sharpening by temporal AA.\n[decea3][Performance Impact: Medium][-]"
videoBloom,"Aufblühen"
videoBloomDesc,"Ein Glühen um hellere Lichter herum.\n[decea3][Leistungseinfluss: Mittel][-]"
videoDepthOfField,"Tiefenschärfe"
videoDepthOfFieldDesc,"Entfernte Objekte werden unscharf. \n[decea3][Leistungseinfluss: Mittel][-]"
videoDynamicMeshDistance,"Mesh-Abstand"
videoDynamicMeshDistanceDesc,"Entfernung in Metern, bis zu der das Rendering des Dynamic Mesh-Systems betrachtet werden kann.\n[decea3][Leistungseinfluss: Hoch][-]"
videoDynamicMeshEnabled,"Dynamische Meshes"
videoDynamicMeshEnabledDesc,"Wenn diese Option aktiviert ist, werden Änderungen an Spielern und POI-Blöcken in der Entfernung angezeigt.\n[decea3][Performance Impact: Medium][-]"
videoDynamicMeshHighQualityMesh,"Dynamische Mesh-Optionen"
videoDynamicMeshHighQualityMeshDesc,"Wenn diese Option aktiviert ist, werden die entfernten Meshes mit mehr Details gerendert.\n[decea3][Performance Impact: High, Uses more RAM][-]"
videoDynamicMeshLandClaimBuffer,"Land Claim Puffer"
videoDynamicMeshLandClaimBufferDesc,"Die Anzahl der Chunks um den Land Claim-Block, die das dynamische Mesh-System bearbeiten kann.\n[decea3][Performance Impact: High][-]"
videoDynamicMeshLandClaimOnly,"Nur Land Claim"
videoDynamicMeshLandClaimOnlyDesc,"Das dynamische Mesh-System wird nur um Land Claim-Blöcke herum angewendet."
videoDynamicMeshMaxMeshCache,"Max Mesh-Verarbeitung"
videoDynamicMeshMaxMeshCacheDesc,"The number of meshes that will be processed concurrently in the background.\n[decea3][Performance Impact: High, Uses more RAM][-]"
videoDynamicMeshMaxRegionLoads,"Max. geladene Regionen"
videoDynamicMeshMaxRegionLoadsDesc,"Die Anzahl der Regionen, die gleichzeitig geladen werden.\n[decea3][Performance Impact: High, Affect FPS][-]"
videoFieldOfView,"Sichtfeld"
videoFieldOfViewDesc,"Wie groß der Blickwinkel ist.\n[decea3][Performance Impact: Low][-]"
videoFullscreen,"Vollbild"
videoFullscreenDesc,"Führen Sie das Spiel im Vollbildmodus oder im Fenstermodus aus.\n[decea3][Performance Impact: Medium][-]"
videoBrightness,"Helligkeit"
videoBrightnessDesc,"Wie hell das Spiel ist.\n[decea3][Auswirkung auf die Leistung: Keine][-]"
videoGrassDistance,"Gras-Entfernung"
videoGrassDistanceDesc,"Die maximale Entfernung, in der Sie Gras sehen können.\n[decea3][Leistungseinfluss: Mittel][-]"
videoJournalPopup,"Journal-Pop-up"
videoJournalPopupDesc,"Zeigt ein Fenster an, wenn Sie einen neuen Journaleintrag erhalten, anstatt eines Tooltips."
videoLODDistance,"LOD-Abstand"
videoLODDistanceDesc,"Der maximale Detailgrad, mit dem die Welt insgesamt dargestellt wird.\n[decea3][Performance Impact: High][-]"
videoMotionBlur,"Bewegungsunschärfe"
videoMotionBlurDesc,"Qualitätsstufe der Bewegungsunschärfe (mehr Pixel-Samples & Glättung).\n[decea3][Leistungseinfluss: Hoch][-]"
videoOcclusion,"Okklusion"
videoOcclusionDesc,"Deaktiviert das Zeichnen von Objekten, die nicht sichtbar sind. Verbessert die Leistung in Innenräumen.\nKann während eines Spiels nicht geändert werden.\n[decea3][Auswirkung auf die Leistung: Mittel][-]"
videoQualityPreset,"Voreinstellung Qualität"
videoQualityPresetDesc,"Allgemeine Grafikqualität. Ändert fast alle Einstellungen.\n[decea3][Leistungseinfluss: Hoch][-]"
videoReflectedShadows,"Schatten-Reflexionen"
videoReflectedShadowsDesc,"Schatten werden innerhalb von Spiegelungen verarbeitet und angezeigt.\n[decea3][Leistungseinfluss: Hoch][-]"
videoReflectionQuality,"Spiegelungen"
videoReflectionQualityDesc,"Wie deutlich Reflexionen sind. Ermöglicht eine realistischere Beleuchtung.\n[decea3][Auswirkung auf die Leistung: Sehr hoch][-]"
videoResolution,"Auflösung"
videoResolutionDesc,"Legt die Bildschirmauflösung fest, mit der das Spiel angezeigt wird.\n[decea3][Leistungseinfluss: Sehr hoch][-]"
videoScreenBounds,"UI-Rand"
videoScreenBoundsDesc,"Begrenzt den Bereich, den die Benutzeroberfläche auf dem Bildschirm einnimmt."
videoShadowsDistance,"Schatten Abstand"
videoShadowsDistanceDesc,"Qualität und Abstand der Objektschatten.\n[decea3][Performance Impact: High][-]"
videoSSAO,"SSAO"
videoSSAODesc,"Verwenden Sie den Bildeffekt SSAO, der detailliertere Schatten auf Objekte zeichnet.\n[decea3][Leistungseinfluss: Mittel][-]"
videoSSReflections,"SS-Spiegelungen"
videoSSReflectionsDesc,"Verwenden Sie den Bildschirmeffekt Reflexion.\n[decea3][Performance Impact: High][-]"
videoStreamingMipmapsEnabled,"Textur-Streaming"
videoStreamingMipmapsEnabledDesc,"Enables streaming of textures to memory for memory usage reduction\n[decea3][Performance Impact: Medium to High][-]"
videoSunShafts,"Sonnenschächte"
videoSunShaftsDesc,"Auch bekannt als. God Rays. Lässt Lichtstrahlen von der Sonne an Hindernissen vorbeiziehen.\n[decea3][Performance Impact: Medium][-]"
videoTempCelsius,"Temp-Einheit"
videoTempCelsiusDesc,"Einheit, die bei der Anzeige von Temperaturen verwendet wird."
videoTextureFilter,"Textur-Filter"
videoTextureFilterDesc,"Legt die Stärke des Filters fest, um eine schönere Überblendung zu erzielen.\n[decea3][Performance Impact: Medium to High][-]"
videoTextureQuality,"Texturen"
videoTextureQualityDesc,"Spart Videospeicher und Leistung durch Einstellen der Texturauflösung.\nErfordert einen Neustart.\n[decea3][Leistungsauswirkung: Mittel][-]"
videoTreeQuality,"Bäume"
videoTreeQualityDesc,"Gesamtqualität der Bäume basierend auf ihrer Entfernung.\n[decea3][Leistungseinfluss: Hoch][-]"
videoUIBackgroundOpacity,"UI-Hintergrund-Deckkraft"
videoUIBackgroundOpacityDesc,"Deckkraft/Transparenz des Hintergrunds der Benutzeroberfläche"
videoUIForegroundOpacity,"UI-Vordergrund-Deckkraft"
videoUIForegroundOpacityDesc,"Deckkraft/Transparenz von UI-Umrissen und Symbolen"
videoUMATextureQuality,"UMA-Texturen"
videoUMATextureQualityDesc,"Steuert die Größe der Textur von UMA-Zeichen"
videoViewDistance,"Ansichtsabstand"
videoViewDistanceDesc,"How far the world can be viewed.\nCan not be changed while in a game.\n[decea3][Performance Impact: High][-]"
videoVSync,"VSync"
videoVSyncDesc,"Combats screen tearing by synchronizing the game to the monitors refresh rate.\n[decea3][Performance Impact: Low][-]"
videoParticles,"Partikel"
videoParticlesDesc,"Anzahl der Partikel.\n[decea3][Leistungseinfluss: Mittel bis Hoch][-]"
videoWaterQuality,"Wasser"
videoWaterQualityDesc,"Ebenen und Effekte, die auf der Oberfläche von Wasserflächen auftreten.\n[decea3][Performance Impact: High][-]"
videoUiSize,"UI-Größe"
videoUiSizeDesc,"Verkleinert alle UI-Elemente"
videoUiFpsScaling,"FPS-Anzeige skalieren"
videoUiFpsScalingDesc,"Skaliert die Größe der FPS-Anzeige im Spiel, z. B. für eine bessere Lesbarkeit in Videos/Streams oder eine weniger behinderte Sicht"
videoDyMode,"Dynamischer Auflösungsmodus"
videoDyModeDesc,"Die dynamische Auflösung verringert die 3D-Rendering-Auflösung nach Bedarf, um die FPS zu erhöhen."
videoDyMinFPS,"Dynamische Auflösung Min. FPS"
videoDyMinFPSDesc,"Verringert die Spielauflösung, wenn sie unter diesem FPS-Wert liegt"
videoDyScale,"Dynamische Auflösungsskalierung"
videoDyScaleDesc,"Dynamischer Auflösungsskalierungsfaktor, wenn Sie eine feste Skalierung wünschen"
videoObjectQuality,"Objekt-Qualität"
videoObjectQualityDesc,"Overall detail of entities and trees based on how far away they are. Also the distance at which they will no longer be shown.\n[decea3][Performance Impact: High][-]"
videoTerrainQuality,"Qualität des Geländes"
videoTerrainQualityDesc,"Gesamtqualität und Entfernung des Geländes.\nDie Entfernung wird während eines Spiels nicht aktualisiert.\n[decea3][Performance Impact: High][-]"
videoAutoHideExpBar,"XP automatisch ausblenden"
videoAutoHideExpBarDesc,"Blendet die Erfahrungsleiste automatisch aus, wenn keine EP erhalten werden.\n[decea3][Standard: Nach 5s][-]"
videoAutoHideToolbelt,"Werkzeuggürtel automatisch ausblenden"
videoAutoHideToolbeltDesc,"Blendet den Werkzeuggürtel automatisch aus, wenn zwischen seinen Gegenständen oder Blöcken gewechselt wird. Um diese Einstellung zu ändern, müsst ihr mindestens einmal zu einem anderen Werkzeuggürtel-Slot scrollen, damit die neue Einstellung wirksam wird.\n[decea3][Standard: Nach 5s][-]"
videoShowCompass,"Kompass"
videoShowCompassDesc,"Zeigt den Kompass an.\n[decea3][Voreinstellung: Aktiviert][-]"
videoShowDayAndTime,"Tag und Uhrzeit"
videoShowDayAndTimeDesc,"Zeigt Tag und Uhrzeit an.\n[decea3][Standard: Aktiviert][-]"
videoShowDebugValues,"Entwickler-Modus"
videoShowDebugValuesDesc,"Zeigt zusätzliche Undead Legacy-bezogene Debug-Informationen an.\n[decea3][Standard: Deaktiviert][-]"
videoShowBuffTimers,"Puffertimer anzeigen"
videoShowBuffTimersDesc,"Zeigt die verbleibende Zeit für aktive Stärkungszauber als zusätzlichen Text für aktive Stärkungszauber auf dem HUD an.\n[decea3][Standard: Deaktiviert][-]"
videoShowStatValues,"Balken-Zahlen"
videoShowStatValuesDesc,"Zeigt numerische Werte einiger Spielerwerte auf dem HUD an.\n[decea3][Standard: Inventar][-]"
videoShowTacticalHud,"Taktisches HUD"
videoShowTacticalHudDesc,"Zeigt Ausdauer und Stealth neben dem Cursor an.\n[decea3][Standard: Deaktiviert][-]"
videoShowTargetHealth,"Ziel-HP"
videoShowTargetHealthDesc,"Zeigt Gesundheitsbalken für anvisierte Einheiten an.\n[decea3][Standard: Aktiviert][-]"
videoShowTargetBlockHealth,"Block-HP-Zahlen"
videoShowTargetBlockHealthDesc,"Zeigt numerische Werte der Gesundheit des Zielblocks beim Beschädigen, Reparieren oder Aufrüsten von Blöcken an.\n[decea3][Standard: Deaktiviert][-]"
videoShowPlayerLevelOnHUD,"LVL über Toolb anzeigen"
videoShowPlayerLevelOnHUDDesc,"Zeigt die aktuelle Spielerstufe oben auf der Erfahrungsleiste des Werkzeuggürtels an."
videoShowMeleeIcon,"Aktives Nahkampf-Symbol"
videoShowMeleeIconDesc,"Zeigt das aktive Nahkampfwaffen-Symbol an. Nicht vollständig implementiert.\n[decea3][Standard: Deaktiviert][-]"
videoShowCarryWeight,"Belastungsbalken"
videoShowCarryWeightDesc,"Zeigt den Balken für die Belastbarkeit basierend auf diesem Schwellenwert an. Wenn das aktuelle Gewicht über diesem Prozentsatz liegt, wird der Balken auf dem HUD\n[decea3][Standard: 75%][-] angezeigt."
videoShowWater,"Wasserbalken"
videoShowWaterDesc,"Zeigt den Wasserbalken basierend auf diesem Schwellenwert an. Wenn dein Wasserstand unter diesem Prozentsatz liegt, wird der Balken auf dem HUD\n[decea3][Standard: 50%][-] angezeigt."
videoShowFood,"Nahrungsmittelbalken"
videoShowFoodDesc,"Zeigt den Nahrungsmittelbalken basierend auf diesem Schwellenwert an. Wenn der Nahrungsmittelbestand unter diesem Prozentsatz liegt, wird der Balken auf dem HUD\n[decea3][Standard: 50%][-] angezeigt."
videoShowSpeedometer,"Tachometer"
videoShowSpeedometerDesc,"Zeigt den Tachometer für Fahrzeuge an. \n[decea3][Standard: km/h][-]"
videoShowToolbeltTooltip,"Toolbelt Tooltips"
videoShowToolbeltTooltipDesc,"Zeigt Tooltips-Fenster über dem Werkzeuggürtel an.\n[decea3][Standard: Aktiviert][-]"
videoShowMeleeCrosshair,"Nahkampf-Fadenkreuz"
videoShowMeleeCrosshairDesc,"Sichtbarkeit des Fadenkreuzes bei der Verwendung von Gegenständen der Klasse Nahkampf."
videoShowRangedCrosshair,"Fernkampf-Fadenkreuz"
videoShowRangedCrosshairDesc,"Sichtbarkeit des Fadenkreuzes bei der Verwendung von Gegenständen der Klasse 'Fernkampf'."
videoShowOnScreenIcons,"Bildschirmsymbole"
videoShowOnScreenIconsDesc,"Visibility of On Screen Navigational Icons\n[decea3][Default: Enabled][-]"
videoCompassInactiveMarkerOpacity,"Deckkraft des Kompass-Symbols"
videoCompassInactiveMarkerOpacityDesc,"Legt fest, wie undurchsichtig die [decea3]inaktiven[-] Kartenmarkierungen auf dem Kompass sind."
goAdvanced,"Erweitert"
goGameName,"Name"
goGameWorld,"Welt"
goMapSize,"Größe"
goMapSize4096,"4 km"
goMapSize6144,"6 km"
goMapSize8192,"8 km"
goMapSize10240,"10 km"
goMapSize12288,"12 km"
goMapSize14336,"14 km"
goMapSize16384,"16 km"
goMaxSpawnedZombies,"Maximal erzeugte Zombies"
goWorldGenerate,"Erzeugen"
goWorldSeed,"Seed"
goWorldSize,"Größe"
goZombies,"{0} Zombies"
goZombie,"Zombie"
goMaxSpawnedAnimals,"Maximal gespawnte Tiere"
goAnimals,"{0} Tiere"
goLandClaimCount,"Land Claim Anzahl"
goLandClaimCountDesc,"Legt fest, wie viele Land-Claim-Blöcke pro Spieler gleichzeitig aktiv sein dürfen."
goLandClaimCountValue,"1"
goLandClaimCountValues,"{0}"
optItemWeightMult,"Gegenstandsgewicht"
optItemWeightMultDesc,"Skaliert alle Gegenstandsgewichtswerte"
optBlockWeightMult,"Block-Gewicht"
optBlockWeightMultDesc,"Skaliert alle Blockgewichtswerte"
optDroppedLootDecay,"Verfall fallengelassener Beute"
optDroppedLootDecayDesc,"Legt fest, wie schnell Beute von getöteten Feinden verschwindet."
optFoodBurnRate,"Hunger-Rate"
optFoodBurnRateDesc,"Legt fest, wie schnell ihr wieder hungrig werdet."
optWaterBurnRate,"Hydratationsrate"
optWaterBurnRateDesc,"Legt fest, wie schnell ihr wieder durstig werdet."
optShowUnknownRecipes,"Rezept-Filter"
optShowUnknownRecipesDesc,"[decea3]Standard[-] - Zeigt alle Rezepte an, ungefilterte Suche (Vanilla).\n[decea3]Je Arbeitsstation[-] - Zeigt alle Rezepte an, gefiltert nach der verwendeten Arbeitsstation.\n[decea3]True Survival[-] - Zeigt nur bekannte Rezepte, gefiltert nach der verwendeten Arbeitsstation."
optStartTutorialQuest,"Tutorial-Auftrag"
optStartTutorialQuestDesc,"Tutorial-Auftrag.\nWenn du Undead Legacy zum ersten Mal spielst, ist es empfehlenswert, dass du dies mindestens einmal machst."
optBlockRespawnRate,"Fahrzeug Respawn-Zeit"
optBlockRespawnRateDesc,"Anzahl der Tage, bis Fahrzeuge nach dme vollständigen Abbau wieder auftauchen; trifft nicht auf Fahrzeuge zu, die repariert werden."
optUndeadLegacyVersion,"Undead Legacy Version"
optUndeadLegacyVersionDesc,"Version von Undead Legacy, die auf dem Server läuft."
optWanderingHordes,"Wandernde Horden"
optWanderingHordeFrequency,"Häufigkeit"
optWanderingHordeFrequencyDesc,"Nach wie vielen Stunden im Spiel würde eine wandernde Horde auftreten. Zu diesem Wert können je nach Spawn-Bedingungen noch [decea3]1[-] bis [decea3]4[-] zusätzliche Stunden hinzukommen.\nMindestwert: [decea3]1[-]"
optWanderingHordeRange,"Frequenz RNG-Bereich"
optWanderingHordeRangeDesc,"Zusätzliche zufällige Stunden, die zu [decea3]Frequenz der wandernden Horde[-] hinzugefügt werden, um die Stunden zwischen den Spawns zufälliger zu machen.\nZum Beispiel: [decea3]Frequenz: 5[-], [decea3]Frequenz RNG-Bereich: 10[-], dann wird die wandernde Horde irgendwo zwischen [decea3]5[-] und [decea3]15[-] ([decea3]5+10[-]) Stunden im Spiel spawnen + zusätzliche Stunden, wenn besondere Bedingungen auftreten (keine lebenden Spieler, etc.)."
optWanderingHordeEnemyCount,"Zombies"
optWanderingHordeEnemyCountDesc,"Die Anzahl der Zombies, die in einer wandernden Horde spawnen, wurde korrigiert.\nMinimalwert: [decea3]2[-].\n[decea3]Zombies[-] + [decea3]Zombie RNG Range[-] Wert darf nicht überschreiten: [decea3]64[-]"
optWanderingHordeEnemyRange,"Zombie RNG Bereich"
optWanderingHordeEnemyRangeDesc,"Dieser Wert bestimmt, wie viele zusätzliche Zombies für die wandernde Horde spawnen können. Zum Beispiel: [decea3]Zombies: 5[-], [decea3]Zombies RNG Range: 10[-], dann wird die wandernde Horde irgendwo zwischen [decea3]5[-] und [decea3]15[-] ([decea3]5+10[-]) Zombies spawnen.\nDer kombinierte Wert darf nicht übersteigen: [decea3]64[-]"
optStarterQuestEnabled,"Tutorial-Auftrag"
optStarterQuestEnabledDesc,"Aktiviert oder deaktiviert die Tutorial-Auftrag für Anfänger."
optHour,"{0} Stunde"
optHours,"{0} Stunden"
opt0P,"Deaktiviert"
opt25P,"0,25"
opt50P,"0,5"
opt75P,"0,75"
opt100P,"Standard"
opt125P,"1,25"
opt150P,"1,5"
opt175P,"1,75"
opt200P,"2"
opt2m,"2 Minuten"
opt5m,"5 Minuten"
opt10m,"10 Minuten"
opt15m,"15 Minuten"
opt20m,"20 Minuten"
opt30m,"30 Minuten"
