Key,schinese
videoDynamicMeshHighQualityMeshDesc,如果启用，则渲染的远处网格包括更多的细节。[decea3][性能影响：高，占用更多内存][-]
videoDynamicMeshLandClaimBuffer,领地石缓冲区
videoDynamicMeshLandClaimBufferDesc,动态网格系统可以影响的领地石周围的块数。
videoDynamicMeshLandClaimOnly,仅限领地石
videoDynamicMeshLandClaimOnlyDesc,动态网格系统仅应用于领地石周围。
videoDynamicMeshMaxMeshCache,最大网格处理量
videoDynamicMeshMaxMeshCacheDesc,在后台同时处理的网格数量。\n[decea3][性能影响：高，占用更多内存][-]
videoDynamicMeshMaxRegionLoads,最大加载区域
videoDynamicMeshMaxRegionLoadsDesc,同时加载的区域数量。\n[decea3][性能影响：高，影响帧数][-]
videoFieldOfView,视角
videoFieldOfViewDesc,你的可视角度范围。\n[decea3] [性能影响：低] [-]
videoFullscreen,全屏
videoFullscreenDesc,以全屏或窗口模式运行游戏。\n[decea3] [性能影响：中] [-]
videoBrightness,亮度
videoBrightnessDesc,游戏的明亮度。\n[decea3] [性能影响：无] [-]
videoGrassDistance,草地距离
videoGrassDistanceDesc,你可以看到草的最大距离。\n[decea3] [性能影响：中等] [-]
videoJournalPopup,日志窗口
videoJournalPopupDesc,获得新的日志条目时显示窗口而不只是一条工具提示。
videoLODDistance,细节距离
videoLODDistanceDesc,整个世界呈现细节的全局最大距离。\n[decea3] [性能影响：高] [-]
videoMotionBlur,动态模糊
videoMotionBlurDesc,动态模糊的质量级别（更多像素采样和平滑度）。\n[decea3] [性能影响：高] [-]
videoOcclusion,视差
videoOcclusionDesc,禁用不可见物体的贴图绘制。提升室内性能。\n在游戏中不能更改。\n[decea3] [性能影响：中] [-]
videoQualityPreset,品质预设
videoQualityPresetDesc,全局画面品质，会改变几乎所有的设置。\n[decea3] [性能影响：高] [-]
videoReflectedShadows,反射阴影
videoReflectedShadowsDesc,阴影经过内部反射处理和显示。\n[decea3] [性能影响：高] [-]
videoReflectionQuality,反射品质
videoReflectionQualityDesc,反射的清晰度水平，提供更加真实的光照。\n[decea3] [性能影响：非常高] [-]
videoResolution,分辨率
videoResolutionDesc,设置游戏显示的屏幕分辨率。\n[decea3] [性能影响：非常高] [-]
videoScreenBounds,UI边距
videoScreenBoundsDesc,限制UI在屏幕上使用的区域。
videoShadowsDistance,阴影距离
videoShadowsDistanceDesc,物体阴影的质量和距离。\n[decea3] [性能影响：高] [-]
videoSSAO,环境光遮蔽
videoSSAODesc,使用画面效果环境光遮蔽可以表现物体阴影的更多细节。\n[decea3] [性能影响：中] [-]
videoSSReflections,屏幕空间反射
videoSSReflectionsDesc,使用屏幕空间反射效果。\n[decea3] [性能影响：高] [-]
videoStreamingMipmapsEnabled,纹理流
videoStreamingMipmapsEnabledDesc,开启GPU纹理流，降低内存的使用。\n[decea3] [性能影响：中到高] [-]
videoSunShafts,阳光直射
videoSunShaftsDesc,也被称为：神的射线。太阳的光线会穿过挡住的物体。\n[decea3] [性能影响：中] [-]
videoTempCelsius,温度单位
videoTempCelsiusDesc,显示温度时使用的单位。
videoTextureFilter,纹理过滤
videoTextureFilterDesc,设置纹理过滤强度让混合更加自然。\n[decea3] [性能影响：中到高] [-]
videoTextureQuality,贴图
videoTextureQualityDesc,通过设置纹理分辨率来节省视频内存和性能。\n需要重新启动。\n[decea3] [性能影响：中] [-]
videoTreeQuality,树木
videoTreeQualityDesc,树木的总体质量取决于它们的距离。\n[decea3] [性能影响：高] [-]
videoUIBackgroundOpacity,UI背景不透明度
videoUIBackgroundOpacityDesc,UI壁纸/背景不透明度/透明度
videoUIForegroundOpacity,UI前景不透明度
videoUIForegroundOpacityDesc,UI轮廓和图标的不透明度/透明度
videoUMATextureQuality,UMA纹理质量
videoUMATextureQualityDesc,控制UMA角色的纹理贴图尺寸。
videoViewDistance,可视距离
videoViewDistanceDesc,可以看见的距离远近。\n在游戏中无法更改。\n[decea3] [性能影响：高] [-]
videoVSync,垂直同步
videoVSyncDesc,通过将游戏同步到显示器的刷新率来与屏幕撕裂作斗争。\n[decea3] [性能影响：低] [-]
videoParticles,粒子
videoParticlesDesc,粒子数量。\n[decea3] [性能影响：中到高] [-]
videoWaterQuality,水面质量
videoWaterQualityDesc,发生在水体表面的分层和效果。\n[decea3] [性能影响：高] [-]
videoUiSize,UI尺寸
videoUiSizeDesc,缩小所有UI元素
videoUiFpsScaling,FPS 显示缩放
videoUiFpsScalingDesc,在游戏中缩放 FPS 显示的大小，例如为了使视频/流媒体播放更流畅，减少卡顿。
videoDyMode,动态分辨率模式
videoDyModeDesc,动态分辨率会根据需要降低3d渲染分辨率以提高FPS
videoDyMinFPS,动态分辨率。最低FPS
videoDyMinFPSDesc,低于此FPS时降低游戏分辨率
videoDyScale,动态分辨率缩放
videoDyScaleDesc,如果想要固定量的下调，可设定动态分辨率缩放系数
videoObjectQuality,目标质量
videoObjectQualityDesc,实体和树木基于间隔距离的整体细节。也是实体和树木不再出现时的距离。\n[decea3] [性能影响：高] [-]
videoTerrainQuality,地形质量
videoTerrainQualityDesc,地形的整体质量和距离。\n在玩游戏时不会更新距离。\n[decea3] [性能影响：高] [-]
videoAutoHideExpBar,自动隐藏经验值
videoAutoHideExpBarDesc,没有获得任何经验值时会自动隐藏经验条。\n[decea3] [默认值：5秒后] [-]
videoAutoHideToolbelt,自动隐藏工具栏
videoAutoHideToolbeltDesc,在工具栏上的物品或物块之间切换时自动隐藏工具栏。修改此设置要求你至少滚动到另一个工具栏插槽一次，新设置才能生效。\n[decea3] [默认：5s后] [-]
videoShowCompass,指南针
videoShowCompassDesc,显示指南针。\n[decea3] [默认：开启] [-]
videoShowDayAndTime,日期和时间
videoShowDayAndTimeDesc,显示日期和时间。\n[decea3] [默认：开启] [-]
videoShowDebugValues,开发者模式
videoShowDebugValuesDesc,显示其他与Undead Legacy相关的调试信息。\n[decea3] [默认：关闭] [-]
videoShowBuffTimers,显示buff计时器
videoShowBuffTimersDesc,将剩余的活动增益时间显示为HUD上显示的活动增益的附加文本。\n[decea3] [默认：关闭] [-]
videoShowStatValues,统计数字
videoShowStatValuesDesc,在界面上显示某些玩家统计数据的数值。\n[decea3] [默认：物品栏] [-]
videoShowTacticalHud,战术HUD
videoShowTacticalHudDesc,在光标旁边显示体力和隐身[decea3][默认：关闭][-] 
videoShowTargetHealth,目标生命值
videoShowTargetHealthDesc,显示目标实体的生命条。\n[decea3] [默认：开启] [-]
videoShowTargetBlockHealth,屏蔽生命数值
videoShowTargetBlockHealthDesc,损坏，修复或升级物块时，显示目标块生命值。\n[decea3] [默认：关闭] [-]
videoShowPlayerLevelOnHUD,在工具栏上方显示等级
videoShowPlayerLevelOnHUDDesc,在工具栏经验条顶部显示当前玩家等级。
videoShowMeleeIcon,当前近战图标
videoShowMeleeIconDesc,显示当前近战武器图标。尚未完全实现。\n[decea3] [默认：关闭] [-]
videoShowCarryWeight,负重条
videoShowCarryWeightDesc,根据这个阈值显示负重条，如果你的负重高于这个百分比，它就会在介面上显示\n[decea3][默认：75%][-] 
videoShowWater,口渴条
videoShowWaterDesc,根据这个阈值显示口渴条，如果你的口渴值低于这个百分比，它就会在介面上显示\n[decea3][默认：50%][-]
videoShowFood,饥饿条
videoShowFoodDesc,根据这个阈值显示饥饿条，如果你的饥饿值低于这个百分比，它就会在介面上显示\n[decea3][默认：50%][-]
videoShowSpeedometer,速度计
videoShowSpeedometerDesc,显示车辆的车速表。\n[decea3] [默认：km / h] [-]
videoShowToolbeltTooltip,工具栏工具提示
videoShowToolbeltTooltipDesc,在工具栏上方显示“工具提示”窗口。\n[decea3] [默认：开启] [-]
videoShowMeleeCrosshair,近战十字准线
videoShowMeleeCrosshairDesc,使用近战类物品时，十字准线的可见性。
videoShowRangedCrosshair,远程十字准线
videoShowRangedCrosshairDesc,使用远程类物品时，十字准线的可见性。
videoShowOnScreenIcons,屏幕上的图标
videoShowOnScreenIconsDesc,屏幕上导航图标的可见性\n[decea3][默认: 开启][-]
videoCompassInactiveMarkerOpacity,指南针图标的不透明度
videoCompassInactiveMarkerOpacityDesc,指定罗盘上看到的[decea3]未激活[-]地图标记的不透明程度。
goAdvanced,高级
goGameName,名称
goGameWorld,世界
goMapSize,大小
goMapSize4096,4公里
goMapSize6144,6公里
goMapSize8192,8公里
goMapSize10240,10公里
goMapSize12288,12公里
goMapSize14336,14公里
goMapSize16384,16公里
goMaxSpawnedZombies,生成的最大丧尸数量
goWorldGenerate,生成
goWorldSeed,种子
goWorldSize,大小
goZombies,{0}丧尸
goZombie,丧尸
goMaxSpawnedAnimals,生成的最大动物数量
goAnimals,{0}动物
goLandClaimCount,领地石计数
goLandClaimCountDesc,定义每个玩家允许有多少个领地石在同一时间被激活。
goLandClaimCountValue,1
goLandClaimCountValues,{0}
optItemWeightMult,物品重量
optItemWeightMultDesc,测量所有物品的重量值
optBlockWeightMult,物块重量
optBlockWeightMultDesc,测量所有物块的重量值
optDroppedLootDecay,掉落战利品的消失
optDroppedLootDecayDesc,被击杀敌人掉落的战利品消失速度
optFoodBurnRate,饥饿度
optFoodBurnRateDesc,空闲时饥饿度下降的速度。
optWaterBurnRate,补水率
optWaterBurnRateDesc,空闲时补水作用下降的速度。
optShowUnknownRecipes,配方过滤器
optShowUnknownRecipesDesc,[decea3]标准[-]-显示所有配方，未经过滤的搜索（Vanilla）。\n[decea3]每个工作站[-]-显示未知配方，受工作站限制的搜索。\n[decea3]真实生存[-]-只显示已学会及工作站相关的配方。
optStartTutorialQuest,教程任务
optStartTutorialQuestDesc,开始游戏时启动教程任务。\n如果你是第一次玩《亡灵遗产》，建议你至少要做一次这个任务。
optBlockRespawnRate,汽车刷新时间
optBlockRespawnRateDesc,汽车在彻底搜刮后刷新之前的天数，不影响被修复的汽车
optUndeadLegacyVersion,Undead Legacy版本
optUndeadLegacyVersionDesc,当前服务器运行的Undead Legacy版本
optWanderingHordes,游荡的尸群
optWanderingHordeFrequency,频率时间
optWanderingHordeFrequencyDesc,在游戏中多少个小时后会出现一个游荡的尸群。在这个值的基础上，根据刷新条件，可能会添加[decea3]1[-]到[decea3]4[-]的额外小时数。\n最小值：[decea3]1[-]
optWanderingHordeRange,频率RNG范围
optWanderingHordeRangeDesc,额外的随机小时数添加到[decea3]游荡的尸群频率[-]，以增加间隔时间的随机性。\n例如，[decea3]频率：5[-]，[decea3]频率RNG范围：10[-]，那么游荡的尸群将在[decea3]5[-]到[decea3]15[-]（[decea3]5+10[-]）小时之间的时间在任何地方生成，如果出现特殊情况（没有玩家活着，等等）+额外小时数。
optWanderingHordeEnemyCount,丧尸数量
optWanderingHordeEnemyCountDesc,在游荡的尸群中生成固定的丧尸数量。\n最小值：[decea3]2[-]。\n[decea3]丧尸数量[-]+[decea3]丧尸RNG范围[-]的值不得超过：[decea3]64[-]
optWanderingHordeEnemyRange,丧尸RNG范围
optWanderingHordeEnemyRangeDesc,这个数值决定了游荡的尸群最多可以生成多少额外的丧尸。\n例如，[decea3]丧尸数量：5[-]，[decea3]丧尸RNG范围：10[-]，那么游荡的尸群将会有[decea3]5[-]到[decea3]15[-]（[decea3]5+10[-]）个之间的丧尸在任何地方生成。总值不得超过：[decea3]64[-]
optStarterQuestEnabled,教程任务
optStarterQuestEnabledDesc,开启或关闭新手入门教程任务。
optHour,{0}小时
optHours,{0}小时
opt0P,关闭
opt25P,25%
opt50P,50%
opt75P,75%
opt100P,标准
opt125P,125%
opt150P,150%
opt175P,175%
opt200P,200%
opt2m,2分钟
opt5m,5分钟
opt10m,10分钟
opt15m,15分钟
opt20m,20分钟
opt30m,30分钟
opt1h,1小时
opt2h,2小时
opt3h,3小时
opt4h,4小时
opt5h,5小时
opt6h,6小时
opt7h,7小时
opt8h,8小时
opt9h,9小时
opt10h,10小时
opt11h,11小时
opt12h,12小时
optRecipeFilter1,标准
optRecipeFilter2,每个工作站
optRecipeFilter3,真实生存
optPercents,{0}％
optAlwaysOn,始终开启
optAuto25,25%时自动
optAuto50,50%时自动
optAuto75,75%时自动
optDisabled,关闭
optEnabled,开启
optInventory,物品栏
optMPH,英里/小时
optKPH,公里/小时
optComboOff,关闭
optComboOn,开启
optOnAimOff,开启-瞄准 关闭
quest_journal,日志
forgeTip_title,熔炉
forgeTip,[decea3]熔炉[-]用于处理各种金属，玻璃，沙子，石头或粘土等原材料。\n \n大多数配方都需要专门的模具才能在冶炼过程中成型原材料。安装风箱将减少制作时间。\n \n通过按住[[decea3] E [-]]，你可以在领地石区域内拿起工作站。
tutorialTipQuest02_title,任务跟踪
tutorialTipQuest02,当前任务状态显示在屏幕右上角的目标跟踪器上。\n\n有关任务的更多信息，请打开你的物品栏并切换到 [decea3] 任务 [-] 菜单。
pickUpLightsTip_title,UL / 拾取灯具
pickUpLightsTip,大多数的灯具都是无法制作的，因此为你的基地获得各种灯具的主要方法是在世界上找到它们并把它们捡起来！有些灯不需要连接到电源，如红色灯笼或黄色手电筒。\n\n靠近所需的装饰块，如果可以拾取，按住交互按钮（默认键绑定：[decea3][E][-]），从打开的径向菜单中选择“拾取”。
pickUpStorageTip_title,UL / 拾取容器
pickUpStorageTip,几乎所有在世界上发现的存储容器都可以拿起，例如，[decea3]纸板托盘[-]——在早期游戏中非常有用！\n\n例外情况是桌上保险箱、壁式保险箱、枪支保险柜、坚硬的箱子、厨柜等\n\n靠近所需的装饰块，如果可以拾取，按住交互按钮（默认键绑定：[decea3][E][-]），从打开的径向菜单中选择“拾取”。
pickUpStationsTip_title,UL / 拾取工作站
pickUpStationsTip,所有[decea3]玩家制作的[-]工作站都可以在没有放置领地石的情况下拾取。\n\n只有空的工作站可以拾取，因此如果工作站的燃料、队列或输出栏中有物品，则该选项将不可用。\n\n靠近所需的装饰块，如果可以拾取，按住交互按钮（默认键绑定：[decea3][E][-]），从打开的径向菜单中选择“拾取”。\n\n[decea3]世界中发现的非玩家制作的工作站无法拾取。[-]
pickUpDecorationsTip_title,UL / 拾取装饰物
pickUpDecorationsTip,世界上很多装饰块都可以捡起来！\n\n靠近所需的装饰块，如果可以拾取，按住交互按钮（默认键绑定：[decea3][E][-]），从打开的径向菜单中选择“拾取”。
scavengeNailsTip_title,UL / 收集钉子
scavengeNailsTip,除了在[decea3]铁匠的锻造炉[-]制作[decea3]钉子[-]外，你还可以通过摧毁某种家具获得它们。\n\n可以获得[decea3]钉子[-]的主要家具是各种沙发和扶手椅。\n\n在这个过程中使用什么近战工具或武器都没有关系。
scavengeResinTip_title,UL / 收集树脂
scavengeResinTip,获得[decea3]树脂[-]的主要方法是用刀或任何其他带刃的武器，如大砍刀或其他类型的剑，切割一棵树。\n\n它会使树“出血”，流出宝贵的[decea3]树脂[-]。\n\n干燥的树木比不干燥的树木获得的[decea3]树脂[-]数量要少得多。更大的树，得到的[decea3]树脂[-]也会更多。
scavengeHingesTip_title,UL / 收集铰链
scavengeHingesTip,在[decea3]铁匠的锻造炉[-]制作[decea3]黄铜铰链[-]并不是获得它们的唯一方法。\n\n获得[decea3]黄铜铰链[-]的另一种方法是破坏门，这是早期游戏中相对容易获得[decea3]黄铜铰链[-]的来源。在这个过程中使用什么近战工具或武器并不重要。
scavengeWaterTip_title,UL / 收集水
scavengeWaterTip,在废土里获得饮用水是很困难的。收集水的主要方法之一是靠近矿泉水架、水桶、水龙头，坐便器等，并通过持有[decea3]空罐[-]或[decea3]空塑料瓶[-]与之互动。\n\n可以装满的罐子或塑料瓶的数量将取决于水源的水量。\n\n此外，你还可以制作[decea3]原始水井[-]或[decea3]水泵[-]，通过慢慢汲取的水来提供稳定的水源。\n\n[decea3]你不能从河流、湖泊或游泳池收集水，它的毒性太大，不能用于任何用途。[-]
scavengeFuelTip_title,UL / 收集汽油
scavengeFuelTip,可能要过一段时间才能自己制作[decea3]汽油[-]，因此获取[decea3]汽油[-]燃料的另一种方法是搜索各种[decea3] 油泵 [-]， [decea3]燃料桶或油桶[-]。一旦找到，你可以拿着[decea3]空的燃料罐或桶[-]以及部分填充的[decea3]汽油罐或桶[-]与之互动\n\n能装多少看运气。\n\n此外，在游戏的后期，你将能够制造[decea3]石油提取机[-]并批量生产[decea3]汽油[-] 。
searchInventoryTip_title, UL / 物品栏 / 搜索
searchInventoryTip,背包、容器或车辆容器有一个[decea3]切换搜索[-]按钮，可用于启用搜索功能。\n\n可帮你筛选出你想在物品栏、容器或车辆中查找的物品。清除搜索查询文本或再次点击[decea3]切换搜索[-]按钮将清除所有搜索结果。
vehicleEncumbranceTip_title,UL / 车辆 / 载重
vehicleEncumbranceTip,就像你这个玩家一样，载具也有它们自己的载重极限，然而与玩家不同的是，一旦达到极限，载具将变得无法操作，不能移动。\n\n载具载重量包含每个乘客的重量，以及载具的内部存储。\n\n一旦司机和所有乘客都在车内，你可以在速度表下的载重表上看到载具的载重情况。如果载具超重，速度表旁边的指示灯就会亮起。
abandonedVehicleRepairTip_title,UL / 车辆 / 可修复
abandonedVehicleRepairTip,有时你会遇到一辆可修复的载具。不同的载具需要不同种类的修理包：\n自行车-自行车修理包，\n小型机车-小型机车修理包，\n摩托车-摩托车修理包，\n汽车-汽车修理包，\n军用卡车-卡车修理包。\n\n要修理[decea3]可修复[-]载具，你必须要有[decea3]扳手[-]，[decea3]棘轮[-]或[decea3]冲击起子[-]这些工具，同时你的物品栏中必须有匹配的[decea3]修理包[-]，然后靠近[decea3]可修复[-]载具并按住交互键（默认：[decea3]E[-]），从径向菜单中选择修理载具选项。
scavengeTitaniumTip_title,UL / 收集钛
scavengeTitaniumTip,[decea3]钛[-]是一种非常稀有的资源，用于制造最高级的物品。\n\n没有天然的[decea3]钛[-]矿脉，因此，手工开采是不可能的，只能通过[decea3]搜刮[-]找到或从[decea3]商人[-]处购买，以及使用[decea3]矿石提取机[-]来获得，在每个收获周期中有很小的机率提取到少量[decea3]钛[-]。
